gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
LAMA4,625.083198226612,2.95717174119952,0.236417132878028,1.37439853556845e-37,1.10073511034465e-35
IGF2,5190.61725755732,0.977488773873479,0.0767924282385828,1.41901821522593e-37,1.13146386324182e-35
DRD2,303.305047030104,-1.36909176617645,0.109330041969777,4.58344209210948e-37,3.63860973101673e-35
ZSWIM4,905.593525281623,1.07651172962645,0.0859822438718527,4.84348440256576e-37,3.82825623084892e-35
CPLX2,16946.9457177587,-0.671014859270186,0.0536059102511873,7.27941443518537e-37,5.7285826642111e-35
RGS4,17884.1436403232,0.712378815752165,0.056430185854254,1.10805979610323e-36,8.68220013396906e-35
TP53INP1,595.586746753635,1.32524971531187,0.106669080993818,1.53124169897625e-36,1.19463253239095e-34
OR7E160P,497.83723176243,1.63121587592061,0.130889282109842,1.98807152523818e-36,1.53992195177288e-34
LNCAROD,111.397309068771,2.13301399911314,0.172682616064161,1.99083832439146e-36,1.53992195177288e-34
MDK,9656.08347444952,0.752031618154864,0.0603846165221085,2.36018667520924e-36,1.81784590728882e-34
BDH1,571.781576803094,-0.872930393116007,0.0703602313906714,3.2728632847444e-36,2.51011972262176e-34
INHBE,59.9274684588414,2.90912700002239,0.23570121364766,3.42740518492039e-36,2.61755417076199e-34
KCNK3,1544.68653636278,-1.04178646513501,0.0842690416139768,3.47216382093796e-36,2.64059517474693e-34
IGDCC4,640.674982251416,1.08938797643815,0.0883650304327174,5.15613394641333e-36,3.90485457866449e-34
ACHE,241.897337048449,1.6395321250181,0.13337577755315,5.93959743099237e-36,4.47944639587341e-34
FRMD4A,52.5567169524997,4.67811817664784,0.381552636441716,8.50267957169308e-36,6.38582988579439e-34
RHOXF1P3,81.7676566536236,-3.75129581938472,0.304143075506037,8.55663394872856e-36,6.39979646578458e-34
TNFRSF19,608.555438263744,0.834666533838598,0.0677989803171762,1.09464016239582e-35,8.15349256763967e-34
HBEGF,607.00870836724,1.32891059591507,0.108541915717033,1.45714126934167e-35,1.08091217111001e-33
LINC01116,377.481877140725,1.58567300829897,0.129774600929157,2.06679023608562e-35,1.52689401114897e-33
SKOR1,355.951028326456,2.79775953880553,0.231047435099248,2.95437314223824e-35,2.17374609245985e-33
RFTN1,921.864296312034,1.11294267855176,0.0912640779664483,3.17789946141276e-35,2.32874413973971e-33
