gene	condition	cluster_v2
IRGQ	PB+RA upregulated cluster	4
ISCA1P6	PB+RA upregulated cluster	4
ISLR2	PB+RA upregulated cluster	4
ITFG1	PB+RA upregulated cluster	4
ITGA1	PB+RA upregulated cluster	4
ITGA11	PB+RA upregulated cluster	4
ITGA3	PB+RA upregulated cluster	4
ITGB3	PB+RA upregulated cluster	4
ITIH4	PB+RA upregulated cluster	4
ITPRIPL2	PB+RA upregulated cluster	4
JAG1	PB+RA upregulated cluster	4
JAK1	PB+RA upregulated cluster	4
JAK2	PB+RA upregulated cluster	4
JARID2	PB+RA upregulated cluster	4
JPH3	PB+RA upregulated cluster	4
JUNB	PB+RA upregulated cluster	4
KALRN	PB+RA upregulated cluster	4
KATNIP	PB+RA upregulated cluster	4
KBTBD11	PB+RA upregulated cluster	4
KCNA3	PB+RA upregulated cluster	4
KCNG1	PB+RA upregulated cluster	4
KCNIP4	PB+RA upregulated cluster	4
KCNJ11	PB+RA upregulated cluster	4
KCNJ5	PB+RA upregulated cluster	4
KCNK10	PB+RA upregulated cluster	4
KCNK15-AS1	PB+RA upregulated cluster	4
KCNMA1	PB+RA upregulated cluster	4
KCNMB2-AS1	PB+RA upregulated cluster	4
KCNMB4	PB+RA upregulated cluster	4
KCNN2	PB+RA upregulated cluster	4
KCNN4	PB+RA upregulated cluster	4
KCP	PB+RA upregulated cluster	4
KCTD16	PB+RA upregulated cluster	4
KDM5B	PB+RA upregulated cluster	4
KIAA0895L	PB+RA upregulated cluster	4
KIAA1217	PB+RA upregulated cluster	4
KIDINS220	PB+RA upregulated cluster	4
KIF3C	PB+RA upregulated cluster	4
KIF5A	PB+RA upregulated cluster	4
KIF9-AS1	PB+RA upregulated cluster	4
KIFAP3	PB+RA upregulated cluster	4
KIRREL1	PB+RA upregulated cluster	4
KLC1	PB+RA upregulated cluster	4
KLC4	PB+RA upregulated cluster	4
KLF10	PB+RA upregulated cluster	4
KLF11	PB+RA upregulated cluster	4
KLF3-AS1	PB+RA upregulated cluster	4
KLF5	PB+RA upregulated cluster	4
KLHDC1	PB+RA upregulated cluster	4
KLHDC8B	PB+RA upregulated cluster	4
KLHDC9	PB+RA upregulated cluster	4
KLHL1	PB+RA upregulated cluster	4
KLHL28	PB+RA upregulated cluster	4
KLHL29	PB+RA upregulated cluster	4
KLHL2P1	PB+RA upregulated cluster	4
KLHL7	PB+RA upregulated cluster	4
KLHL9	PB+RA upregulated cluster	4
KRBA2	PB+RA upregulated cluster	4
KRBOX1	PB+RA upregulated cluster	4
KRT7	PB+RA upregulated cluster	4
KRT79	PB+RA upregulated cluster	4
KRT81	PB+RA upregulated cluster	4
KRT9	PB+RA upregulated cluster	4
KRTAP5-AS1	PB+RA upregulated cluster	4
KRTCAP3	PB+RA upregulated cluster	4
LAMA4	PB+RA upregulated cluster	4
LAMB3	PB+RA upregulated cluster	4
LAMC2	PB+RA upregulated cluster	4
LAPTM4A	PB+RA upregulated cluster	4
LARGE1	PB+RA upregulated cluster	4
LASTR	PB+RA upregulated cluster	4
LBH	PB+RA upregulated cluster	4
LBX2	PB+RA upregulated cluster	4
LBX2-AS1	PB+RA upregulated cluster	4
LCA5	PB+RA upregulated cluster	4
LDHAL6DP	PB+RA upregulated cluster	4
LDHAP4	PB+RA upregulated cluster	4
LDOC1	PB+RA upregulated cluster	4
LEFTY2	PB+RA upregulated cluster	4
LFNG	PB+RA upregulated cluster	4
LGALS3	PB+RA upregulated cluster	4
LGI1	PB+RA upregulated cluster	4
LGI3	PB+RA upregulated cluster	4
LGR6	PB+RA upregulated cluster	4
LHFPL2	PB+RA upregulated cluster	4
LHX1	PB+RA upregulated cluster	4
LIFR-AS1	PB+RA upregulated cluster	4
LIMK1	PB+RA upregulated cluster	4
LIMK2	PB+RA upregulated cluster	4
LINC00211	PB+RA upregulated cluster	4
LINC00332	PB+RA upregulated cluster	4
LINC00440	PB+RA upregulated cluster	4
LINC00486	PB+RA upregulated cluster	4
LINC00504	PB+RA upregulated cluster	4
LINC00529	PB+RA upregulated cluster	4
LINC00607	PB+RA upregulated cluster	4
LINC00641	PB+RA upregulated cluster	4
LINC00648	PB+RA upregulated cluster	4
LINC00654	PB+RA upregulated cluster	4
LINC00893	PB+RA upregulated cluster	4
LINC00963	PB+RA upregulated cluster	4
LINC01006	PB+RA upregulated cluster	4
LINC01012	PB+RA upregulated cluster	4
LINC01060	PB+RA upregulated cluster	4
LINC01088	PB+RA upregulated cluster	4
LINC01137	PB+RA upregulated cluster	4
LINC01147	PB+RA upregulated cluster	4
LINC01152	PB+RA upregulated cluster	4
LINC01169	PB+RA upregulated cluster	4
LINC01215	PB+RA upregulated cluster	4
LINC01234	PB+RA upregulated cluster	4
LINC01285	PB+RA upregulated cluster	4
LINC01340	PB+RA upregulated cluster	4
LINC01351	PB+RA upregulated cluster	4
LINC01397	PB+RA upregulated cluster	4
LINC01530	PB+RA upregulated cluster	4
LINC01547	PB+RA upregulated cluster	4
LINC01561	PB+RA upregulated cluster	4
LINC01587	PB+RA upregulated cluster	4
LINC01602	PB+RA upregulated cluster	4
LINC01605	PB+RA upregulated cluster	4
LINC01607	PB+RA upregulated cluster	4
LINC01655	PB+RA upregulated cluster	4
LINC01695	PB+RA upregulated cluster	4
LINC01719	PB+RA upregulated cluster	4
LINC01748	PB+RA upregulated cluster	4
LINC01801	PB+RA upregulated cluster	4
LINC01812	PB+RA upregulated cluster	4
LINC01829	PB+RA upregulated cluster	4
LINC01876	PB+RA upregulated cluster	4
LINC01914	PB+RA upregulated cluster	4
LINC01915	PB+RA upregulated cluster	4
LINC01930	PB+RA upregulated cluster	4
LINC01975	PB+RA upregulated cluster	4
LINC02003	PB+RA upregulated cluster	4
LINC02009	PB+RA upregulated cluster	4
LINC02018	PB+RA upregulated cluster	4
LINC02101	PB+RA upregulated cluster	4
LINC02143	PB+RA upregulated cluster	4
LINC02175	PB+RA upregulated cluster	4
LINC02182	PB+RA upregulated cluster	4
LINC02200	PB+RA upregulated cluster	4
LINC02235	PB+RA upregulated cluster	4
LINC02298	PB+RA upregulated cluster	4
LINC02476	PB+RA upregulated cluster	4
LINC02598	PB+RA upregulated cluster	4
LINC02613	PB+RA upregulated cluster	4
LINC02614	PB+RA upregulated cluster	4
LINC02623	PB+RA upregulated cluster	4
LINC02728	PB+RA upregulated cluster	4
LINC02762	PB+RA upregulated cluster	4
LINC02874	PB+RA upregulated cluster	4
LINGO1	PB+RA upregulated cluster	4
LINGO2	PB+RA upregulated cluster	4
LIPH	PB+RA upregulated cluster	4
LIX1	PB+RA upregulated cluster	4
LMBRD1	PB+RA upregulated cluster	4
LMF1	PB+RA upregulated cluster	4
LMNTD2-AS1	PB+RA upregulated cluster	4
LMOD1	PB+RA upregulated cluster	4
LMTK3	PB+RA upregulated cluster	4
LNCOG	PB+RA upregulated cluster	4
LOC100127938	PB+RA upregulated cluster	4
LOC100131884	PB+RA upregulated cluster	4
LOC100287036	PB+RA upregulated cluster	4
LOC100287846	PB+RA upregulated cluster	4
LOC100287896	PB+RA upregulated cluster	4
LOC100288846	PB+RA upregulated cluster	4
LOC100289495	PB+RA upregulated cluster	4
LOC100419706	PB+RA upregulated cluster	4
LOC100419845	PB+RA upregulated cluster	4
LOC100419896	PB+RA upregulated cluster	4
LOC100419928	PB+RA upregulated cluster	4
LOC100421207	PB+RA upregulated cluster	4
LOC100505915	PB+RA upregulated cluster	4
LOC100505978	PB+RA upregulated cluster	4
LOC100506098	PB+RA upregulated cluster	4
LOC100506258	PB+RA upregulated cluster	4
LOC100506497	PB+RA upregulated cluster	4
LOC100507053	PB+RA upregulated cluster	4
LOC100507507	PB+RA upregulated cluster	4
LOC101241901	PB+RA upregulated cluster	4
LOC101926935	PB+RA upregulated cluster	4
LOC101927040	PB+RA upregulated cluster	4
LOC101927045	PB+RA upregulated cluster	4
LOC101927189	PB+RA upregulated cluster	4
LOC101927245	PB+RA upregulated cluster	4
LOC101927476	PB+RA upregulated cluster	4
LOC101927661	PB+RA upregulated cluster	4
LOC101927759	PB+RA upregulated cluster	4
LOC101928279	PB+RA upregulated cluster	4
LOC101928505	PB+RA upregulated cluster	4
LOC101928725	PB+RA upregulated cluster	4
LOC102546294	PB+RA upregulated cluster	4
LOC102723692	PB+RA upregulated cluster	4
LOC105372582	PB+RA upregulated cluster	4
LOC105373311	PB+RA upregulated cluster	4
LOC107985246	PB+RA upregulated cluster	4
LOC107985544	PB+RA upregulated cluster	4
LOC107985770	PB+RA upregulated cluster	4
LOC107985820	PB+RA upregulated cluster	4
LOC107985939	PB+RA upregulated cluster	4
LOC110467528	PB+RA upregulated cluster	4
LOC283788	PB+RA upregulated cluster	4
LOC286437	PB+RA upregulated cluster	4
LOC388248	PB+RA upregulated cluster	4
LOC390314	PB+RA upregulated cluster	4
LOC392232	PB+RA upregulated cluster	4
LOC400867	PB+RA upregulated cluster	4
LOC401021	PB+RA upregulated cluster	4
LOC646214	PB+RA upregulated cluster	4
LOC728392	PB+RA upregulated cluster	4
LOC728673	PB+RA upregulated cluster	4
LOC728739	PB+RA upregulated cluster	4
LOC729732	PB+RA upregulated cluster	4
LOC90246	PB+RA upregulated cluster	4
LOC93429	PB+RA upregulated cluster	4
LONRF3	PB+RA upregulated cluster	4
LPXN	PB+RA upregulated cluster	4
LRATD1	PB+RA upregulated cluster	4
LRP1	PB+RA upregulated cluster	4
LRRC1	PB+RA upregulated cluster	4
LRRC2	PB+RA upregulated cluster	4
LRRC27	PB+RA upregulated cluster	4
LRRC32	PB+RA upregulated cluster	4
LRRC37A3	PB+RA upregulated cluster	4
LRRC49	PB+RA upregulated cluster	4
LRRC75B	PB+RA upregulated cluster	4
LRRIQ1	PB+RA upregulated cluster	4
LRRN2	PB+RA upregulated cluster	4
LRRN3	PB+RA upregulated cluster	4
LSAMP	PB+RA upregulated cluster	4
LTBP1	PB+RA upregulated cluster	4
LTBP3	PB+RA upregulated cluster	4
LURAP1L-AS1	PB+RA upregulated cluster	4
LY6H	PB+RA upregulated cluster	4
LYPD3	PB+RA upregulated cluster	4
LYRM9	PB+RA upregulated cluster	4
LYST	PB+RA upregulated cluster	4
MACROD2	PB+RA upregulated cluster	4
MAGEB4	PB+RA upregulated cluster	4
MAGED2	PB+RA upregulated cluster	4
MAGEE1	PB+RA upregulated cluster	4
MAGEH1	PB+RA upregulated cluster	4
MAMDC2	PB+RA upregulated cluster	4
MAN2B1	PB+RA upregulated cluster	4
MAP1LC3A	PB+RA upregulated cluster	4
MAP1LC3B2	PB+RA upregulated cluster	4
MAP3K5	PB+RA upregulated cluster	4
MAP3K7CL	PB+RA upregulated cluster	4
MAP3K8	PB+RA upregulated cluster	4
MAP6	PB+RA upregulated cluster	4
MAP7D2	PB+RA upregulated cluster	4
MAPK8	PB+RA upregulated cluster	4
MAPT-IT1	PB+RA upregulated cluster	4
MARCHF2	PB+RA upregulated cluster	4
MARCKSL1P2	PB+RA upregulated cluster	4
MARK1	PB+RA upregulated cluster	4
MARK4	PB+RA upregulated cluster	4
MASP1	PB+RA upregulated cluster	4
MB21D2	PB+RA upregulated cluster	4
MBTD1	PB+RA upregulated cluster	4
MCHR1	PB+RA upregulated cluster	4
ME3	PB+RA upregulated cluster	4
MEI1	PB+RA upregulated cluster	4
MEIS1	PB+RA upregulated cluster	4
MEIS1-AS3	PB+RA upregulated cluster	4
MERTK	PB+RA upregulated cluster	4
MEST	PB+RA upregulated cluster	4
METRNL	PB+RA upregulated cluster	4
MFAP4	PB+RA upregulated cluster	4
MGAT1	PB+RA upregulated cluster	4
MGP	PB+RA upregulated cluster	4
MIAT	PB+RA upregulated cluster	4
MICAL1	PB+RA upregulated cluster	4
MICALL2	PB+RA upregulated cluster	4
MID1	PB+RA upregulated cluster	4
MID2	PB+RA upregulated cluster	4
MINDY1	PB+RA upregulated cluster	4
MINDY2	PB+RA upregulated cluster	4
MIOX	PB+RA upregulated cluster	4
MIR100HG	PB+RA upregulated cluster	4
MIR1180	PB+RA upregulated cluster	4
MIR124-1HG	PB+RA upregulated cluster	4
MIR1249	PB+RA upregulated cluster	4
MIR137HG	PB+RA upregulated cluster	4
MIR181A2HG	PB+RA upregulated cluster	4
MIR1915HG	PB+RA upregulated cluster	4
MIR222HG	PB+RA upregulated cluster	4
MIR2682	PB+RA upregulated cluster	4
MIR3681HG	PB+RA upregulated cluster	4
MIR378D2HG	PB+RA upregulated cluster	4
MIR5010	PB+RA upregulated cluster	4
MIR6719	PB+RA upregulated cluster	4
MIR7152	PB+RA upregulated cluster	4
MIR99AHG	PB+RA upregulated cluster	4
MKRN1	PB+RA upregulated cluster	4
MLIP	PB+RA upregulated cluster	4
MLLT11	PB+RA upregulated cluster	4
MLYCD	PB+RA upregulated cluster	4
MMADHC-DT	PB+RA upregulated cluster	4
MMP1	PB+RA upregulated cluster	4
MMP17	PB+RA upregulated cluster	4
MMRN2	PB+RA upregulated cluster	4
MOB3C	PB+RA upregulated cluster	4
MORN3	PB+RA upregulated cluster	4
MOSMO	PB+RA upregulated cluster	4
MOSPD1	PB+RA upregulated cluster	4
MOV10L1	PB+RA upregulated cluster	4
MPL	PB+RA upregulated cluster	4
MPP3	PB+RA upregulated cluster	4
MPZL3	PB+RA upregulated cluster	4
MROH1	PB+RA upregulated cluster	4
MROH2A	PB+RA upregulated cluster	4
MROH8	PB+RA upregulated cluster	4
MRPS31P5	PB+RA upregulated cluster	4
MSC	PB+RA upregulated cluster	4
MSC-AS1	PB+RA upregulated cluster	4
MST1	PB+RA upregulated cluster	4
MTMR11	PB+RA upregulated cluster	4
MTMR9	PB+RA upregulated cluster	4
MUC12	PB+RA upregulated cluster	4
MUC12-AS1	PB+RA upregulated cluster	4
MUC4	PB+RA upregulated cluster	4
MUSK	PB+RA upregulated cluster	4
MVP	PB+RA upregulated cluster	4
MX1	PB+RA upregulated cluster	4
MYADM	PB+RA upregulated cluster	4
MYC	PB+RA upregulated cluster	4
MYCBPAP	PB+RA upregulated cluster	4
MYH15	PB+RA upregulated cluster	4
MYO15B	PB+RA upregulated cluster	4
MYO1D	PB+RA upregulated cluster	4
MYO1E	PB+RA upregulated cluster	4
MYO5A	PB+RA upregulated cluster	4
MYOF	PB+RA upregulated cluster	4
MYPN	PB+RA upregulated cluster	4
MYRFL	PB+RA upregulated cluster	4
MZF1	PB+RA upregulated cluster	4
NAA11	PB+RA upregulated cluster	4
NAALAD2	PB+RA upregulated cluster	4
NAALADL2	PB+RA upregulated cluster	4
NACAD	PB+RA upregulated cluster	4
NAGK	PB+RA upregulated cluster	4
NAP1L2	PB+RA upregulated cluster	4
NAP1L3	PB+RA upregulated cluster	4
NARS2	PB+RA upregulated cluster	4
NAT16	PB+RA upregulated cluster	4
NATD1	PB+RA upregulated cluster	4
NAV2	PB+RA upregulated cluster	4
NAV3	PB+RA upregulated cluster	4
NBAT1	PB+RA upregulated cluster	4
NBPF3	PB+RA upregulated cluster	4
NCAM2	PB+RA upregulated cluster	4
NCAN	PB+RA upregulated cluster	4
NCF2	PB+RA upregulated cluster	4
NCOA3	PB+RA upregulated cluster	4
NCSTN	PB+RA upregulated cluster	4
NDN	PB+RA upregulated cluster	4
NDRG1	PB+RA upregulated cluster	4
NDRG4	PB+RA upregulated cluster	4
NDST3	PB+RA upregulated cluster	4
NEDD4L	PB+RA upregulated cluster	4
NEIL1	PB+RA upregulated cluster	4
NEK6	PB+RA upregulated cluster	4
NEO1	PB+RA upregulated cluster	4
NEURL1-AS1	PB+RA upregulated cluster	4
NEUROG2	PB+RA upregulated cluster	4
NFAT5	PB+RA upregulated cluster	4
NFE2L1	PB+RA upregulated cluster	4
NFKBIZ	PB+RA upregulated cluster	4
NGB	PB+RA upregulated cluster	4
NHLH1	PB+RA upregulated cluster	4
NICN1	PB+RA upregulated cluster	4
NIPAL2	PB+RA upregulated cluster	4
NIPSNAP3B	PB+RA upregulated cluster	4
NKD2	PB+RA upregulated cluster	4
NLGN3	PB+RA upregulated cluster	4
NMNAT1	PB+RA upregulated cluster	4
NOL4L	PB+RA upregulated cluster	4
NORAD	PB+RA upregulated cluster	4
NOTCH2	PB+RA upregulated cluster	4
NOTCH2NLA	PB+RA upregulated cluster	4
NOX5	PB+RA upregulated cluster	4
NPAS1	PB+RA upregulated cluster	4
NPAS3	PB+RA upregulated cluster	4
NPC2	PB+RA upregulated cluster	4
NPHS1	PB+RA upregulated cluster	4
NPIPB2	PB+RA upregulated cluster	4
NPPB	PB+RA upregulated cluster	4
NPR3	PB+RA upregulated cluster	4
NPY1R	PB+RA upregulated cluster	4
NR4A2	PB+RA upregulated cluster	4
NR5A2	PB+RA upregulated cluster	4
NRG3-AS1	PB+RA upregulated cluster	4
NRIP3	PB+RA upregulated cluster	4
NRIR	PB+RA upregulated cluster	4
NRXN3	PB+RA upregulated cluster	4
NTNG2	PB+RA upregulated cluster	4
NUDT18	PB+RA upregulated cluster	4
NUPR1	PB+RA upregulated cluster	4
NXF4	PB+RA upregulated cluster	4
NYAP1	PB+RA upregulated cluster	4
OBSCN-AS1	PB+RA upregulated cluster	4
ODAD4	PB+RA upregulated cluster	4
ODAM	PB+RA upregulated cluster	4
ODF2L	PB+RA upregulated cluster	4
ODF3B	PB+RA upregulated cluster	4
OGFOD1P1	PB+RA upregulated cluster	4
OLAH	PB+RA upregulated cluster	4
OLFML1	PB+RA upregulated cluster	4
OLFML2B	PB+RA upregulated cluster	4
OR7E158P	PB+RA upregulated cluster	4
OR7E160P	PB+RA upregulated cluster	4
OR7E161P	PB+RA upregulated cluster	4
ORAI3	PB+RA upregulated cluster	4
OSER1-DT	PB+RA upregulated cluster	4
OSTF1	PB+RA upregulated cluster	4
OTUB2	PB+RA upregulated cluster	4
OTUD7A	PB+RA upregulated cluster	4
P2RX3	PB+RA upregulated cluster	4
P4HA2	PB+RA upregulated cluster	4
PACC1	PB+RA upregulated cluster	4
PAEP	PB+RA upregulated cluster	4
PAFAH1B1P1	PB+RA upregulated cluster	4
PAK5	PB+RA upregulated cluster	4
PALM	PB+RA upregulated cluster	4
PALM2AKAP2	PB+RA upregulated cluster	4
PAM	PB+RA upregulated cluster	4
PAMR1	PB+RA upregulated cluster	4
PANX1	PB+RA upregulated cluster	4
PAPPA	PB+RA upregulated cluster	4
PAPPA2	PB+RA upregulated cluster	4
PAPSS2	PB+RA upregulated cluster	4
PARD3-AS1	PB+RA upregulated cluster	4
PARP6	PB+RA upregulated cluster	4
PART1	PB+RA upregulated cluster	4
PBX3	PB+RA upregulated cluster	4
PBXIP1	PB+RA upregulated cluster	4
PCDH12	PB+RA upregulated cluster	4
PCDHB15	PB+RA upregulated cluster	4
PCNX2	PB+RA upregulated cluster	4
PCSK5	PB+RA upregulated cluster	4
PDE11A	PB+RA upregulated cluster	4
PDE5A	PB+RA upregulated cluster	4
PDE6A	PB+RA upregulated cluster	4
PDE7B	PB+RA upregulated cluster	4
PDGFA	PB+RA upregulated cluster	4
PDK4	PB+RA upregulated cluster	4
PDZD7	PB+RA upregulated cluster	4
PDZK1	PB+RA upregulated cluster	4
PEG3	PB+RA upregulated cluster	4
PEX11G	PB+RA upregulated cluster	4
PFKFB2	PB+RA upregulated cluster	4
PGM2L1	PB+RA upregulated cluster	4
PGPEP1	PB+RA upregulated cluster	4
PHACTR3	PB+RA upregulated cluster	4
PHC1	PB+RA upregulated cluster	4
PHF24	PB+RA upregulated cluster	4
PHF6	PB+RA upregulated cluster	4
PHLDA3	PB+RA upregulated cluster	4
PHLDB2	PB+RA upregulated cluster	4
PHLDB3	PB+RA upregulated cluster	4
PHYKPL	PB+RA upregulated cluster	4
PI15	PB+RA upregulated cluster	4
PIANP	PB+RA upregulated cluster	4
PICART1	PB+RA upregulated cluster	4
PIK3CD	PB+RA upregulated cluster	4
PIK3CG	PB+RA upregulated cluster	4
PIK3R1	PB+RA upregulated cluster	4
PIPOX	PB+RA upregulated cluster	4
PITPNM2	PB+RA upregulated cluster	4
PJA2	PB+RA upregulated cluster	4
PJVK	PB+RA upregulated cluster	4
PKD1P3-NPIPA1	PB+RA upregulated cluster	4
PKMP3	PB+RA upregulated cluster	4
PKP2	PB+RA upregulated cluster	4
PLA2G12A	PB+RA upregulated cluster	4
PLA2G12AP1	PB+RA upregulated cluster	4
PLAC8L1	PB+RA upregulated cluster	4
PLAT	PB+RA upregulated cluster	4
PLEKHA4	PB+RA upregulated cluster	4
PLEKHA6	PB+RA upregulated cluster	4
PLEKHA8P1	PB+RA upregulated cluster	4
PLEKHG5	PB+RA upregulated cluster	4
PLEKHH2	PB+RA upregulated cluster	4
PLK2	PB+RA upregulated cluster	4
PLPP1	PB+RA upregulated cluster	4
PLPP4	PB+RA upregulated cluster	4
PLPP6	PB+RA upregulated cluster	4
PLPPR1	PB+RA upregulated cluster	4
PLPPR3	PB+RA upregulated cluster	4
PLSCR1	PB+RA upregulated cluster	4
PLXNA2	PB+RA upregulated cluster	4
PLXNB1	PB+RA upregulated cluster	4
PLXNB3	PB+RA upregulated cluster	4
PMEPA1	PB+RA upregulated cluster	4
PMFBP1	PB+RA upregulated cluster	4
PMP22	PB+RA upregulated cluster	4
PNMA8C	PB+RA upregulated cluster	4
PNMT	PB+RA upregulated cluster	4
PNOC	PB+RA upregulated cluster	4
PNPLA8	PB+RA upregulated cluster	4
POC1B-AS1	PB+RA upregulated cluster	4
POLD4	PB+RA upregulated cluster	4
POLN	PB+RA upregulated cluster	4
POSTN	PB+RA upregulated cluster	4
PPARD	PB+RA upregulated cluster	4
PPARG	PB+RA upregulated cluster	4
PPFIBP2	PB+RA upregulated cluster	4
PPIC	PB+RA upregulated cluster	4
PPIEL	PB+RA upregulated cluster	4
PPL	PB+RA upregulated cluster	4
PPM1H	PB+RA upregulated cluster	4
PPM1K	PB+RA upregulated cluster	4
PPP1R12B	PB+RA upregulated cluster	4
PPP1R15A	PB+RA upregulated cluster	4
PPP1R26-AS1	PB+RA upregulated cluster	4
PPP2R3A	PB+RA upregulated cluster	4
PPP3CB	PB+RA upregulated cluster	4
PPP6R2	PB+RA upregulated cluster	4
PRDM8	PB+RA upregulated cluster	4
PRECSIT	PB+RA upregulated cluster	4
PRKAG2	PB+RA upregulated cluster	4
PRKAR1A	PB+RA upregulated cluster	4
PRKAR2B	PB+RA upregulated cluster	4
PRR25	PB+RA upregulated cluster	4
PRR36	PB+RA upregulated cluster	4
PRSS12	PB+RA upregulated cluster	4
PRSS22	PB+RA upregulated cluster	4
PRSS23	PB+RA upregulated cluster	4
PRSS27	PB+RA upregulated cluster	4
PRSS33	PB+RA upregulated cluster	4
PRUNE2	PB+RA upregulated cluster	4
PSAP	PB+RA upregulated cluster	4
PSAPL1	PB+RA upregulated cluster	4
PSD2	PB+RA upregulated cluster	4
PSEN1	PB+RA upregulated cluster	4
PSG5	PB+RA upregulated cluster	4
PSG9	PB+RA upregulated cluster	4
PSMG3-AS1	PB+RA upregulated cluster	4
PSPN	PB+RA upregulated cluster	4
PTGFR	PB+RA upregulated cluster	4
PTGIR	PB+RA upregulated cluster	4
PTGS1	PB+RA upregulated cluster	4
PTHLH	PB+RA upregulated cluster	4
PTK2B	PB+RA upregulated cluster	4
PTP4A3	PB+RA upregulated cluster	4
PTPN14	PB+RA upregulated cluster	4
PTPN18	PB+RA upregulated cluster	4
PTPN3	PB+RA upregulated cluster	4
PTPRA	PB+RA upregulated cluster	4
PTPRH	PB+RA upregulated cluster	4
PTPRM	PB+RA upregulated cluster	4
PTPRZ1	PB+RA upregulated cluster	4
PTX3	PB+RA upregulated cluster	4
PXDC1	PB+RA upregulated cluster	4
QRICH2	PB+RA upregulated cluster	4
QSOX1	PB+RA upregulated cluster	4
R3HDM2	PB+RA upregulated cluster	4
RAB20	PB+RA upregulated cluster	4
RAB27B	PB+RA upregulated cluster	4
RAB39B	PB+RA upregulated cluster	4
RAB3D	PB+RA upregulated cluster	4
RAB40A	PB+RA upregulated cluster	4
RAB43P1	PB+RA upregulated cluster	4
RAB5B	PB+RA upregulated cluster	4
RAB6B	PB+RA upregulated cluster	4
RAB6C	PB+RA upregulated cluster	4
RADX	PB+RA upregulated cluster	4
RAI14	PB+RA upregulated cluster	4
RALB	PB+RA upregulated cluster	4
RALGPS1	PB+RA upregulated cluster	4
RAMP1	PB+RA upregulated cluster	4
RAP2C-AS1	PB+RA upregulated cluster	4
RAPGEF4	PB+RA upregulated cluster	4
RARA	PB+RA upregulated cluster	4
RARB	PB+RA upregulated cluster	4
RARG	PB+RA upregulated cluster	4
RARRES1	PB+RA upregulated cluster	4
RASA1	PB+RA upregulated cluster	4
RASD1	PB+RA upregulated cluster	4
RASGEF1B	PB+RA upregulated cluster	4
RASGRF1	PB+RA upregulated cluster	4
RASGRF2	PB+RA upregulated cluster	4
RASIP1	PB+RA upregulated cluster	4
RBM15-AS1	PB+RA upregulated cluster	4
RBM18	PB+RA upregulated cluster	4
RBM20	PB+RA upregulated cluster	4
RBM47	PB+RA upregulated cluster	4
